key	speaker_gender	speaker_name	cs_text
7daa5140-adae-4986-830c-5192b3d02da3	Female	Ember	"""Páni! Ještě nikdy jsem se nesetkal s mluvícím ještěrem! No, v Říčním městě jsme měli skutečného draka. Ty jsi taky drak? Umíš se proměnit ve velkého?"""
6731c4eb-9e16-4f17-bd89-a054f432d782	Female	Wenduag	"""Kobold? Už jsem se s nimi setkal v podzemí. Malý. Slabí. Záludné. V boji tváří v tvář jsou bezcenní, ale rádi nastražují léčky a střílejí do zad. Tenhle se zdá být chytřejší než ostatní a dobře mluví... takže to musí znamenat, že past, kterou nastražil, je obzvlášť vychytralá! Buďte opatrní, {mf|master|mistress}, nepřibližujte se k němu - lepší je ho zastřelit z dálky!"""
d6e081d4-c935-4e42-94bc-05f09c7cf98c	Female	Seelah	"""Křížová výprava má mnoho neobvyklých přátel - ale ani já jsem ještě nepotkal nikoho, jako jsi ty. Budu rád, když v našich řadách uvidím kobolda!"" {n}Seelah se přátelsky usměje.{/n}"
4d12e0a4-9b19-408d-a9b3-665da4a3d2d0	Female	Wenduag	"{n}Wenduag hlasitě čichá a podezřívavě se dívá na tři křižáky.{/n} ""Připadají mi strašně ležérní. A udělali si tu až příliš pohodlí. Celá tahle sestava je cítit zápachem."""
39e157b0-d899-4887-aaab-1bd264172324	Female	Seelah	"{n}Seelah na tváři rozkvete široký úsměv.{/n} ""Nikdy jsem si nemyslela, že tady narazíme na tak veselou společnost! Nepředpokládám, že máte v čutorách něco silnějšího než čaj?"" {n}Zachytí půlelfův spiklenecký pohled a usměje se ještě zářivěji.{/n}"
f8de774a-b6af-4f49-9541-13da1258d4ae	Female	Seelah	„Vy příšery!“ {n}Seelah se dívá na ty, kteří se ještě před chvílí tvářili jako důvěryhodní spojenci, s otevřeným odporením.{/n} „Jak jsem tě nemohla rozpoznat hned od začátku?“
5be488cd-6b21-4a89-a237-ae2c3ee0f294	Female	Arueshalae	„Tolika krve... Měl už dávno ztratit veškerou sílu a zhroutit se. Jak divné. Je opravdu tak silný?“
901cd4f3-6623-4464-b3a5-fd9d817ecce3	Female	Ember	"{n}Ember si ji zamyšleně prohlíží.{/n} ""Její zranění jsou tak zvláštní... vůbec se nepodobají mým. Mě spálily zvenčí, ale tebe spálily zevnitř, myslím. Bolelo to, že?"" {n}Ember se nenechá vyvést z míry jejím chladným mlčením a pokračuje,{/n} ""Ano, vidím, že to bolelo. Je mi líto, že se ti to stalo."""
c8c10472-c16a-489a-bf7d-ffc515f5f75e	Female	Ember	"""Má pravdu. Trpí — vidím to v jejích očích. Tato bolest není léčitelná, takže bude milosrdenstvím... nechat ji odejít."""
bb1a1955-95ee-411a-b1e4-ef6d7745affc	Female	Arueshalae	"""Je kletba, která tě zatracuje, opravdu silnější než vášnivé srdce? Silnější než čistá duše? I jako drow si zachováš paměť, svou osobnost. Stále můžeš konat dobro a... bojovat proti volání zla jako dřív."""
de412fb0-ce46-4660-91f3-0e008d2ac694	Female	Seelah	"""Ať už vlk nebo ne, s gobliny není v bezpečí. Musíme pospíšit a pomoct té malé dívce ho najít."""
9f08f51f-9649-45c9-acd0-669f2ae8de65	Female	Nenio	"""Jak ses sem dostala, když jsi z jiného světa? Byl to portál, rituál nebo kouzelný předmět? Statisticky jsou všechny tyto tři způsoby stejně pravděpodobné. Všechny ostatní metody dohromady tvoří jen asi nula celá dvacet osm zbývajících statistických pravděpodobností."""
ad36c9cb-35ce-4c63-aa1e-0a0c04bb6c6e	Female	Seelah	"""Počkej, maličká, říkáš, že nejsi z Golarionu? Odkud tedy jsi?"""
855afff7-3d9b-470f-aaba-fffb752d7566	Female	Arueshalae	"""Utekli ze svých domovů ve strachu o život. Nemůžeme jim pomoci?"""
e9428c2d-3a29-43c6-9aa8-3ec36c057633	Female	Ember	"""Ach, vy ubožáci! Jak jste mohli vědět, že tenhle svět je stejně plný bolesti a zkázy jako ten, který jste opustili?"""
5ce447ab-23b0-49f2-a9e9-58c6aa1f1e34	Female	Seelah	"""Cože? No, jsou o něco vyšší, ale jinak jsou stejní: červené oči, zelená kůže, spousta zubů. Dokonce i stejné hlavy ve tvaru melounu."""
06dd14b4-b95c-403b-a8f4-1668f3d041b3	Female	Nenio	"""Jejich dialekt se výrazně liší od toho, jímž mluví goblini z Avistanu. Věděl jsi, že existuje nejméně šedesát čtyři goblinních dialektů? A že každý z nich má minimálně dvě zcela odlišná synonyma pro slova 'udeřit' a 'jíst'?"""
a095bb3d-a345-4948-bbf3-ebe2009a4ae4	Female	Wenduag	"{n}Strop místa kdysi známého jako Štítové bludiště se ztrácí v temnotě. Je cítit prašnou spouští a něčím dehtovým a štiplavým. Wenduag se nadechne vzduchu a se zadostiučiněním řekne,{/n} ""Jsme tady."""
26843153-611f-413e-aae4-241a282ef95d	Male	Lann Wenduag Q1	{n}Od tvé poslední návštěvy bylo místo důkladně vyčištěno. Zdá se, že kněží provedli očistné rituály, aby z něj vyhnali Bafometovu poskvrnu, zničili a vyhodili všechny nesvaté symboly a přemalovali nápisy na stěnách. Přesto na tomto krvavém místě stále přetrvává zlověstný stín.{/n}
2f771858-ae67-4898-90f1-1231429b01a3	Female	Wenduag	"""Nikdy jsem neříkala, že pojedeme do Neathholmu. Říkala jsem, že jdeme domů. Shield Maze je můj pravý domov. Místo, kde se zrodila a vyrostla ta Wenduag, kterou znáš."" {n}Lovkyně nakloní hlavu a podívá se na tebe, couvá do stínů — temnota bludiště jí přikrývá ramena jako majestátní plášť.{/n}"
a8cc222f-f29a-405c-8dec-eac3325e7d95	Female	Wenduag	"""Vskutku. Stejně jako já."""
6903cbe8-3d46-44e9-b5b2-a6844a5c7795	Female	Wenduag	"""Málokdo to dělá. Ale každý kámen tady je... můj."""
e04b368b-8cc4-446f-a090-37c53ae47932	Female	Wenduag	"""Minulost mě sem povolala. Promlouvala ke mně skrze kameny a lákala mě dovnitř. Je tu pohřbeno tolik vzpomínek."" {n}Světlo pochodní vykresluje Wenduagovu tvář žlutými a černými pruhy jako nějakou barbarskou masku.{/n}"
ffa3e41f-5018-4a8f-a0c3-725a6f39bf7c	Female	Wenduag	"""Zlo bludiště bylo vyhnáno, ale... duchové tohoto místa tu stále zůstávají. Pamatují si mě. Co jsem udělala. Každé kousnutí mého nože."""
b88d1768-d73e-4f8b-ad88-3c696884df6d	Female	Wenduag	"{n}Wenduagovy rty se zkroutí do temného úsměvu.{/n} ""Rozumíš, {name}. Jsme krev, kterou jsme prolili. To je to jediné, na čem záleží."""
cf8451db-50dc-43c0-a500-45e3dbabc3e1	Female	Wenduag	"""Straší tě má slova, {name}? Jsem překvapená, že tě vidím tak nervózního..."""
f31ba4e2-3c90-454c-908b-ea5334059f65	Female	Wenduag	"{n}Wenduagův hlas se změní a začne být hrdelní.{/n} ""Ti, co jsou tady, mě slyší. Hosillo! Slyšíte mě?"""
b3807c04-9a4d-45ca-971b-d3f76e8aae2d	Female	Wenduag	"""Co to do mě vjelo? Nejsem snad ten starý dobrý Wenduag, který tě pronásleduje a zabíjí pro tebe?"""
ca000ccd-d7e4-4de7-b488-ffa8e6c7a633	Male	Lann Wenduag Q1	"""Heaaaar..."" {n}Až po chvíli si uvědomíš, že ten sepulkrální hlas je jen ozvěnou Wenduaginých slov, odrážejících se od kleneb jeskyně.{/n}"
7efc3044-db4d-4068-9b6d-3fc777c94713	Female	Wenduag	"""Hosillo, musím ti za mnoho věcí poděkovat. Vzpomněla jsem si na tvé lekce, i poté, co jsem tě zradila. Naučila jsi mě, jak přežít, a přežila jsem."" {n}Wenduaginy oči se lesknou hladovým žlutým ohněm.{/n}"
f05f82ce-567a-4c89-9770-87b509dafa4d	Male	Lann Wenduag Q1	{n}Neslyšíš kroky ve tmě, neslyšíš tasení čepelí, žádní neviditelní vrazi na tebe neskáčou ze stínů. A přesto máš pocit, že na tebe hledí desítky očí.{/n}
f605189b-7e23-4789-99aa-7cddf4109c59	Female	Wenduag	"""Jsme sami a vzpomínáme... Nepřipadá ti to romantické?"""
fd34c208-7647-433f-b4d9-c2d21a1ec7a3	Female	Wenduag	"""Odmítni ji, ano, ale ne její způsoby. To, co mi vložila do srdce, tam stále je."""
0cd25457-4e06-4021-8c3b-772b0505eb2d	Female	Wenduag	"""Přestat s čím? Vzpomínat na to, jak jsem zradil svého učitele, abych tě následoval? Měla by to pro tebe být příjemná vzpomínka?"""
f7846bc4-c539-42ae-8f30-b3c7f3eff4e5	Female	Wenduag	"""Musel jsi o tom přemýšlet? Jak jsem ti mohl udělat totéž?"" {n}Wenduag zablýskne tesáky v šibalském úsměvu a zeptá se,{/n} ""Myslíš si, že tvůj věrný společník Wenduag je schopen vylákat velitele na odlehlé místo, aby ho zavraždil? {mf|him|her}?"""
9066ee3d-a180-424d-8b44-45924fe5f8a8	Female	Wenduag	"""Líbila se mi. Měl bys ji rád taky, kdybys ji nepotřeboval zabít. Měla páteř, stejně jako ty. Narodila se, aby vedla."""
64c0de3b-121c-41f8-977a-5e10e55d22ee	Female	Wenduag	"""A přesto jsi přišel."""
308bf493-5c26-40e8-84de-5d98801e8c82	Female	Wenduag	"""Tohle pohrdání se mi líbí. Hosilla byla také taková."""
b633b0a8-9f68-46ab-93b1-f6663ce58a4c	Female	Wenduag	"""Samozřejmě, že osamělá lovkyně nemá sama žádnou šanci."" {n}Wenduagův hlas teď klesá ke krvelačnému vrčení.{/n} ""Ale co kdyby namočila sloupy Bludiště do alchymistického ohně a co kdyby zapálila jiskru? Dokázaly by tuny valících se kamenů to, co horda démonů ne?"""
427a505c-596c-427a-b10a-201948f11d77	Female	Wenduag	"{n}Wenduag se zasměje.{/n} ""Bojíš se? {name}? Neříkej mi, že se bojíš."""
40d38a92-a8b2-40ed-89ba-dd97391b76a9	Female	Wenduag	"""Taková důvěra. Zajímalo by mě, co by se muselo stát, aby se rozbila."""
512a2a4a-5060-4e0c-95cf-3fd2b422126d	Female	Wenduag	"""Och, to by byl špatný nápad. Wenduag od tebe nic nepotřebuje — už jsi jí dal všechno, co máš k dispozici."""
f9d9ec0d-6b50-4c33-b51c-5d9c1b058947	Female	Wenduag	"""Přiznávám, bylo by škoda zemřít tu, pohřbený pod sutí. Ale co kdyby vrah měl něco, co jí umožní vysmeknout se z pasti, nechat kořist samotnou... Něco, co ji nechá zmizet..."" {n}Uvidíš jednoduchý zlatý prsten blyštící se na Wenduagině prstu. Nikdy ho předtím nenosila.{/n} ""Proč si myslíš, že jsem tě sem pozvala?"""
4ab02395-ce16-4cf4-93ea-3721dcc38c64	Female	Wenduag	{n}Wenduag propukne v posměšný smích, který je plný upřímné radosti.{/n}
f2521314-29f2-445a-a41d-027efb35a7d4	Female	Wenduag	{n}Wenduag se na tebe usměje, spokojená.{/n}
1c255612-4965-4e11-b8cc-d2b077ebe792	Female	Wenduag	"{n}Temný stín opustí Wenduaginu tvář a její hlas se vrátí do normálu.{/n} ""Jen si s tebou hraju. Samozřejmě že bych ti neublížila. A zabila bych každého, kdo by to udělal. Ty..."" {n}Wenduag se zarazí a pak tiše a vážně řekne,{/n} ""Na světě je mnoho věcí, které stojí za něčí smrt. Ale zabít pro tebe za to nejen stojí, ale je to... správná věc."""
95ddf407-7f94-4c7f-a064-b129b8bcf0a6	Female	Wenduag	"""Vždycky jsem ráda zírala do ohně. Měla jsem strach, že pohled na hořící minulost bude příliš, a zapomenu odejít. Zapomenu na toho, kdo na mě čeká venku."""
edcc76a9-8957-40c3-b6de-048d9ec40ffd	Female	Wenduag	"{n}Dráp tě prokouše skrz oblečení a zachytí se za pásek, který ti drží výstroj. Silná ruka, která ovládala mnoho zbraní, se s překvapivou něhou dotýká tvé holé kůže. Ozve se hlas, horký jako dech sopky,{/n} ""My jsme plamen, můj veliteli."""
a2475179-39b6-46b8-8403-112ddb9d54c7	Female	Wenduag	"""Ať to všechno hoří."" {n}Wenduag se k tobě přitiskne blíž a pak z kapsy vytáhne křesadlo.{/n} ""Můj veliteli."""
d3fc916a-8a86-4cdd-8933-e44c612a217c	Female	Wenduag	"{n}Wenduag pokrčí rameny.{/n} ""Máš pevnosti k dobytí. Nepřátele k zabití. Chápu. Jdi, a vrátím se, jakmile tu skončím."""
2631e4da-9d47-46c9-91ec-e8da09ca1103	Female	Wenduag	"""Hosilla mě naučil nebýt obětí. Naučila mě, že neexistuje cíl, pro který by stálo za to zemřít. A měla pravdu. Ale ty jsi mi ukázal, že ne pro všechno stojí za to žít. Svět je větší, než se odsud zdál. Nestačí mi jen dýchat, jíst a bojovat. Chci žít pro něco důležitého. Nebo pro někoho... jako jsi ty? A tohle místo... může shořet v plamenech - už pro něj nemá kdo žít."""
7320960b-5872-4bb3-8122-59eb3ad5e13d	Female	Wenduag	"""Věděla jsem, že se nebudeš cukat. Vidíš mě skrz naskrz a tvé srdce nezná strach. Ale můžeš mi mít za zlé, že se to snažím vyčenichat?"""
8dbf6a4b-9b03-4277-9004-86ff21c2ee04	Male	Lann Wenduag Q1	{n}Dehtový zápach, který jsi předtím zaznamenal, se najednou zdá silnější. Už se neskrývá mezi prachem a opuštěnými ruinami, teď bezostyšně útočí na tvé nozdry.{/n}
f3c17d8a-747b-4ff6-adeb-59f3db79dd7a	Female	Wenduag	"{n}Wenduag se přitiskne svým tělem k tvému a její smyslný hlas, zvonící intimní upřímností, se ti vkrádá do ucha:{/n} ""Pojďme to všechno spálit. Co na to říkáš?"""
a7fb6d20-825a-4b86-a91f-18af966be4ef	Female	Wenduag	"{n}Wenduag ti mrkne jako na uvítanou. Drží pohár, očividně to není její první večerní kousek. Pohodlně švihá ocasem sem a tam, prozrazujíce svůj stav uvolnění.{/n} ""{mf|Mistr|Mistress}, bavíš se? Říká se, že je to největší veselí od té poslední, když démoni přišli a všechny pobili."""
70068545-7e43-47bb-9380-f337a5528f5f	Female	Wenduag	"""Rozhodl se, že mě obslouží jako posledního... Nejspíš proto, že jsem neotesanec."" {n}Wenduag nonšalantně pokrčí rameny.{/n}"
b3d91296-2d63-49cf-8cb1-3fe48679b50d	Female	Wenduag	"""Samozřejmě. Lidé jsou tu, aby slavili tebe a tvé hrozivé společníky... a jelikož jsem jedním z těch společníků, můžeš si představit, jak nadšeně mi všichni kupují pití a plní mi pohár."""
8e14fbbd-626f-4672-90e0-c2ff4ad01ae5	Female	Wenduag	"""Ještě ne. Ale tenhle je nebezpečně blízko - myslím, že jeho srdce už víc nevydrží."" {n}Wenduag posměšně ukáže na servírku. Vyděšený výraz v jeho skvrnitě červené tváři naznačuje, že ho od úplného nervového zhroucení dělí jen okamžik.{/n}"
5d86edb9-d4fd-4d86-b263-9da157c0765d	Female	Wenduag	"""Promiň, pořád zapomínám, jak křehcí jsou."""
c97eea29-60fd-4a33-becd-41797ee8a1a3	Female	Wenduag	"""Žádné nože nejsou potřeba. Udělám, že ukáže břicho a bude prosit o milost bez zbraní."""
ce4fa374-14a2-44f1-8977-e1daabd9e3ad	Female	Wenduag	"""Souhlasím. Je mi zle z pohledu na tyhle bezstarostné kolotočáře, kteří by byli snadnou kořistí i pro ty nejubožejší kultisty."""
c4590844-4cea-4ac9-8fe9-46e1239f3520	Female	Wenduag	"""Půjdeme najít klidnější místo a oslavíme sami?"""
9964156b-ba4d-4d45-ae2e-653726aa0106	Female	Wenduag	"""Když o tom tak přemýšlím, už mě nudí. Myslím, že už jsem viděl všechny barvy, které jeho obličej může mít. A tahle hospoda začíná být příliš hlučná."""
87ba7128-36cf-4ad9-b2ea-2b48fba84d29	Female	Wenduag	"""Ach, oni prostě nevědí, jaká jsem zrůda. Nebo vědí. Což vysvětluje jejich dychtivost být jako já."""
88140663-3d33-4de0-b350-2228fb86a2de	Female	Wenduag	"""Ne v Kenabresu, ale pod ním. Pojďme navštívit můj domov."""
347f082e-3edc-4a58-913c-ee0ea94a7fee	Female	Wenduag	"""To je na tobě, {name}."" {n}Lovkyně si olízne rty a spokojeně nechá oči napůl zavřené.{/n}"
3e9999d6-4bbe-4c88-bed7-fe8d01757ac3	Female	Wenduag	"""Nebudeš toho litovat, slibuji."""
d9ce2627-0e9e-464e-9c2e-f79bacc6c65e	Female	Wenduag	"""Jak si přeješ, {mf|master|mistress}. Ale neříkej, že jsem tě nepozvala."""
bc6d9657-1a6a-45c9-8791-2ac934eb6dc3	Female	Wenduag	"""Dopiju tenhle drink a vyrazím na cestu. Do míst, kde ty, můj {mf|master|mistress}, se mnou nechtěla jít."""
1693f6bc-dbf6-4093-b673-3e6e50a29287	Female	Wenduag	"""A všichni polevili v ostražitosti. Vyměkli... Nikdo nečeká útok. Mohl bych si tu užít spoustu... zábavy."""
e36c2f88-9091-40c1-a94a-0b46e1a3029d	Female	Wenduag	"""Je tak sladký, že? Tak moc vtipný."""
9847cdbf-5438-473b-990d-9dc0604ac903	Female	Arueshalae	"""Je to ještě lepší, než jsem si představovala. Nikdy jsem se takhle necítila. Mé srdce je plné mnoha různých pocitů — míru, svobody, naděje a... něčeho dalšího."""
06b4cee3-eed4-4b32-a7c5-e31207eeeb3e	Female	Arueshalae	"""Když mi bohyně udělila své požehnání a konečně jsem se osvobodila od Propasti, myslela jsem, že strachy jsou pryč. Ale teď... dívám se na tebe a bojím se. Získala jsem tolik cenného... a bojím se to ztratit."""
a147aa49-7a46-431f-aa47-1a71d168f044	Female	Arueshalae	"""Když jsem ve snech varoval učedníky Desny před démonickou invazí, nikdy by mě nenapadlo, že jednoho dne budu v chrámu stát já sám... jako smrtelník, a ne démon..."""
73149ea9-af33-42d4-aba6-0bc1d30016a9	Female	Arueshalae	"""Právě tady jsi mě poprvé slyšel, pamatuješ? Nikdy jsem si nepředstavovala, že sem jednou přijdu sama... jako smrtelnice, ne démon..."""
edb5d9ca-488a-498d-97e4-d66aa0f11097	Female	Arueshalae	"""Ale tys mi ukázal cestu! Pomohl jsi mi zůstat na cestě a nezbloudit. Naučil jsi mě, co to znamená být smrtelníkem. Bez tebe bych si život na tomto světě nedokázal představit. Znamenáš pro mě všechno. Ty... jsi celý můj svět."""
68545539-1261-488a-bfde-5b0b8862caae	Female	Arueshalae	"""Jsi šampion spravedlnosti. Ceníš si pořádku nade vše."""
940d6b00-4adf-4653-b6e3-decfef4714ef	Female	Arueshalae	"""Tvá nepředvídatelnost ti dává moc... Tvůj chaos změnil běh velké války. Bohové sami nechápou tvé volby ani nedokáží předpovědět následky tvých činů."""
e6bf681c-520a-437e-be46-dca51e19ee69	Female	Arueshalae	"""Chci, abys věděl... Ty jsi důvod, proč jsem dnes tady. Bez tvé pomoci bych se nikdy nemohl stát smrtelníkem. Nezaujal bych své místo v tomto velkém a podivuhodném světě, kdybys nestál po mém boku."""
6e718528-45b2-48c4-a4d3-d186f579f46f	Female	Arueshalae	"""Tvá vnitřní síla ti dává moc. Změnil jsi svět... a sám sebe."""
a14861f6-04f3-4ae0-9bf2-e7a08b61a081	Female	Arueshalae	"""Ano. Vím."" {n}Rty Arueshalae se lehce chvějí a upřeně studuje tvůj obličej, jako by se snažila zapamatovat každý detail.{/n}"
f9c0f641-23f2-4382-92b8-f315887723bc	Female	Arueshalae	"{n}Arueshalae se stydlivě přikuje, na rtech vděčný úsměv.{/n} ""Máš pravdu. Děkuji, že jsi mi to připomněl."""
d0f99e95-3635-4054-bac3-6a13a6e93115	Female	Arueshalae	"{n}Arueshalae se usměje a zavrtí hlavou.{/n} ""Ne, jemná ruka bohyně mě vedla správným směrem, ale ty jsi mi pomohla udržet kurz. Byla to dlouhá a obtížná cesta... Udělala jsem první kroky, ale bez tebe bych nedošla na konec."""
0feae7c4-5b6e-4e97-8a65-f582daa2e05e	Female	Arueshalae	"""Ovládáš moc nebes a zlo před tebou prchá. Spaluješ temnotu, dokud nezůstane jen světlo."""
d92d69a6-ab74-48ff-a317-1bb78f3d1e10	Female	Arueshalae	"""Děkuji. Potřebovala jsem to slyšet... Je důležité vědět, že tyto obavy jsou pro smrtelníky normální."" {n}Arueshalae se dívá na tebe zpoza stažených víček.{/n} ""Přesto nemohu než se ptát... Co nám přinese budoucnost, {name}?"""
af794668-4e61-4222-a7c9-fb23df668557	Female	Arueshalae	"""Ale je to nemožné! Neztratíš mě. Ale jestli se někdy ztratím, udělám všechno pro to, abych se znovu našla - převrátím letadla, abych se k tobě vrátila."""
7e266f20-de0a-4418-a434-089893ba8290	Female	Arueshalae	"""Ale už jsi dokázal víc než kdokoliv jiný! Podařilo se ti, kde bohové a smrtelníci selhali."""
abe0c9c4-0680-44d6-8837-645d81e35fb8	Female	Arueshalae	"""To se snadno věří!"" {n}Arueshalae tiše vyprskne smích.{/n} ""Přesto nemohu než se ptát... Co nám přinese budoucnost, {name}?"""
495b9616-6d3b-4225-946b-41cfd9b71428	Female	Arueshalae	"{n}Arueshalae zaváhá, než odpoví. Když promluví, její hlas je něžný a vřelý:{/n} ""Já... rozumím. Jsme teď spolu... a na tom nakonec záleží. Děkuji ti, že jsi tu se mnou."""
b4da0c2b-5d73-4de1-af3c-72fc480d9101	Female	Arueshalae	"""Pokud dva lidé sdílejí ten samý sen, musí se splnit, ne? Jsem si jistá, že ano!"""
45289c90-5fcd-40ec-af52-a9c991640076	Female	Arueshalae	"""Cítím to stejně. Když jsme spolu, všechny mé obavy jsou tak... malé. Chci být s tebou. Navždy."""
8162db95-d897-43f8-89dd-7419e223d3cb	Female	Arueshalae	"""Je to krásný sen... Nevím, jestli se splní, ale i jen přemýšlení o něm mě potěší."""
aebbfc31-b6ab-4348-9f4b-8e45ffa6bf64	Female	Arueshalae	{n}Oči Arueshalae, zářící štěstím, jsou upřeny na tebe. Rty se jí chvějí emocemi, opatrně ti přejede prstem po ruce.{/n}
44ff25f5-dc4e-4c22-8fee-898d057127e2	Female	Arueshalae	"""Tvá laskavost nezná mezí. Jsi ochotná obětovat vše pro štěstí a blaho druhých."""
7d9de9c6-281d-41a2-84a2-fd31f3355f3a	Female	Arueshalae	"""A já tě miluji! Už jen vyslovení těch slov mě naplňuje štěstím!"" {n}Arueshalae k tobě přistoupí blíž a přiblíží své rty k tvým...{/n}"
4e89d644-9c43-4dab-8f0e-c24376e73a42	Female	Arueshalae	"""A každý okamžik bude naplněn láskou..."""
e1fe1ff1-6965-429c-a37e-2b4c4be107ab	Female	Arueshalae	"""Opravdu? Takže pro smrtelníky je normální cítit se takhle... i když jsou šťastní?"" {n}Arueshalae si s úlevou oddechne.{/n} ""Počkej. Znamená to, že se něčeho bojíš?"""
f2a341c0-bc0b-40b5-a152-e2eb8af65221	Female	Arueshalae	{n}Uvolníš se v teple Arueshalaeina objetí. Zavře oči a přiblíží svou tvář k tvé...{/n}
685b8ba3-8adf-486e-a3c0-0fae5e8c4d6c	Female	Arueshalae	{n}Arueshalae udělá krok směrem k tobě a sklání rty k tvým...{/n}
693ce9e1-9af3-465a-a6b4-6623b738a19e	Female	Arueshalae	"""Rozkazuješ, dáváš rozkazy, vznášíš požadavky. Jsi ztělesněná moc. Zdá se, že samo peklo se ti chce poklonit. Někdy mi to připomíná Propast, všechno, co jsem zanechal za sebou..."""
73c276d8-e140-4cfe-bbae-cd2ee7476c9f	Female	Arueshalae	"""Ale... rozumím. Bojíš se něčeho, čeho není třeba se bát, stejně jako já."""
8f779c2e-2e95-4116-92b9-6617a7012b5b	Female	Arueshalae	"{n}Arueshalae vzhlíží ke klenutému stropu svatyně, přejíždí štíhlým prstem po lavici. Pak její oči padnou na oltář a na rtech se jí mihne malý úsměv.{/n} ""Konečně jsem tady. S tebou."""
