key	speaker_gender	speaker_name	cs_text	cs_text_female
b9c43cae-d4c0-48f1-a042-6e928e300ca5	Female	Seelah	"{n}Seelah posune k tobě korbel piva a promluví tiše,{/n} ""Byla jsem to já, kdo přesvědčil {g|Irabeth}Irabeth{/g}, aby využila toho, co našli Jannah, Curl a Elan, k malé oslavě. Když se podíváš z okna, můžeš mít pocit, že nastal Konec časů a Propast nás všechny pohltila. Myslela jsem, že nějaké jednoduché potěšení — dobré jídlo a dobrá společnost — může pomoci odvrátit skleslost."" {n}Seelah se na tebe podívá váhavě, jako by se snažila odhadnout tvou reakci.{/n}"	"{n}Seelah posune k tobě korbel piva a promluví tiše,{/n} ""Byla jsem to já, kdo přesvědčila {g|Irabeth}Irabeth{/g}, aby využila toho, co našli Jannah, Curl a Elan, k malé oslavě. Když se podíváš z okna, můžeš mít pocit, že nastal Konec časů a Propast nás všechny pohltila. Myslela jsem, že nějaké jednoduché potěšení — dobré jídlo a dobrá společnost — může pomoci odvrátit skleslost."" {n}Seelah se na tebe podívá váhavě, jako by se snažila odhadnout tvou reakci.{/n}"
48a0b0c5-c52d-44d8-9142-1e49b651598b	Female	Seelah	"""Když jsem se v životě něco naučila, je to, že na dobru a zlu není nic malého."" {n}Seelah začne vážně, ale pak se jí na tváři objeví úsměv.{/n} ""Vezměme si třeba vás tři. Zdá se, že vše, co jste udělali, bylo zachránit jeden vozík před nějakými nižšími démony. Ale podívej se, kolik lidí je teď šťastných! O tom činu se nikdy nebude zpívat v písních, ale kdo ví, třeba právě díky této jedné radostné hodině klidu a odpočinku obránci Kenabres najdou sílu město chránit."" {n}Seelah se nadechne.{/n} ""Mluvím moc, že? Nuže, Sir Elane, chci ti pomoci a moje pověst svaté bojovnice Iomedae neutrpí, pokud to bude spíše menší dobrodružství než slavný čin."""	"""Když jsem se v životě něco naučila, je to, že na dobru a zlu není nic malého."" {n}Seelah začne vážně, ale pak se jí na tváři objeví úsměv.{/n} ""Vezměme si třeba vás tři. Zdá se, že vše, co jste udělali, bylo zachránit jeden vozík před nějakými nižšími démony. Ale podívej se, kolik lidí je teď šťastných! O tom činu se nikdy nebude zpívat v písních, ale kdo ví, třeba právě díky této jedné radostné hodině klidu a odpočinku obránci Kenabres najdou sílu město chránit."" {n}Seelah se nadechne.{/n} ""Mluvím moc, že? Nuže, Sir Elane, chci ti pomoci a moje pověst svaté bojovnice Iomedae neutrpí, pokud to bude spíše menší dobrodružství než slavný čin."""
d9ab3a12-ada5-4729-85bf-b137bc5356b1	Female	Seelah	"""To je škoda. Pokusím se to vyřešit sám. Omlouvám se, že jsem vám zabral čas."""	"""To je škoda. Pokusím se to vyřešit sama. Omlouvám se, že jsem vám zabrala čas."""
2f96db80-cb7e-4148-b72c-64fac97ceab7	Female	Seelah	"{n}Seelah ti mává. Sedí u stolu s trojicí, kterou jsi potkal dříve: rytířem, půlelfenem a rezavovlasým hobitem.{/n} ""{name}! Pojď! Dovol, ať tě řádně představím Elanovi, Jannah a Curl — nebojácným bojovníkům Ligy Inspirovaného Voze!"""	"{n}Seelah ti mává. Sedí u stolu s trojicí, kterou jsi potkal dříve: rytířem, půlelfenem a rezavovlasým hobitem.{/n} ""{name}! Pojď! Dovol, ať tě řádně představím Elanovi, Jannah a Curl — nebojácným bojovníkům Ligy Inspirovaného Voze!"""
3def534a-d1c7-4d66-ad9a-5f0f8abc936d	Female	Seelah	"""Curl má pravdu. {name} mi pomohl vás najít. Bez {mf|jeho|její} pomoci bych vás stále hledal po celém Kenabres. Tak pojď, Elane. Přejdi tu tvrdohlavost!"""	"""Curl má pravdu. {name} mi pomohl vás najít. Bez {mf|jeho|její} pomoci bych vás stále hledala po celém Kenabres. Tak pojď, Elane. Přejdi tu tvrdohlavost!"""
e961c2ac-05a6-4fb3-afcf-fbe108934c13	Female	Seelah	"""Elane, co jsi to dělal? Skoro jsi srazil {g|Curl}Curl{/g}! Bez rozmyslu, bez soudu, aniž bys věděl, jestli je za to zodpovědný. On může být sám obětí!"""	"""Elane, co jsi to dělal? Skoro jsi srazil {g|Curl}Curl{/g}! Bez rozmyslu, bez soudu, aniž bys věděl, jestli je za to zodpovědný. On může být sám obětí!"""
70f43d2e-d6fa-4f20-b858-234ba66c64ec	Female	Seelah Q1	"{n}{g|Jannah}Jannah{/g} si založí ruce v bok. Vypadá ještě efektněji než obvykle.{/n} ""Elan je trochu nesmělý. Myslel si, že požádal o pomoc pár nikam se nepočítajících jako my, ale teď jste se změnili v spasitele Kenabres, rytíře Páté křížové výpravy, označené {g|Iomedae}Iomedae's{/g} požehnáním! A přesto jste přišli mu pomoci prohrabat se hromadou harampádí, ha ha!"""	"{n}{g|Jannah}Jannah{/g} si založí ruce v bok. Vypadá ještě efektněji než obvykle.{/n} ""Elan je trochu nesmělý. Myslel si, že požádal o pomoc pár nikam se nepočítajících jako my, ale teď jste se změnili v spasitele Kenabres, rytíře Páté křížové výpravy, označené {g|Iomedae}Iomedae's{/g} požehnáním! A přesto jste přišli mu pomoci prohrabat se hromadou harampádí, ha ha!"""
4c5d65d5-f334-401e-a464-2bf4cefa859d	Female	Seelah	"{n}Seelah se trochu zamračí.{/n} ""Nemluvme o tom. Ujišťuji tě, jsem ta stejná Seelah — tvá přítelkyně z Ligy Inspirovaného Voze. A přišli jsme sem, abychom ti pomohli hledat Elanův prsten. Mimochodem, kde je {g|Curl}Curl{/g}?"""	"{n}Seelah se trochu zamračí.{/n} ""Nemluvme o tom. Ujišťuji tě, jsem ta stejná Seelah — tvá přítelkyně z Ligy Inspirovaného Voze. A přišly jsme sem, abychom ti pomohly hledat Elanův prsten. Mimochodem, kde je {g|Curl}Curl{/g}?"""
a8761b89-247a-4271-a96f-ab540b14e1ad	Female	Seelah	"""Myslím to vážně. Prostě nemohu dovolit, abys zavraždila někoho, koho považuji za dobrého člověka, nebo někoho, kdo se aspoň mohl napravit."""	Myslím to vážně. Prostě nemohu dovolit, abys zavraždila někoho, koho považuji za dobrého člověka, nebo někoho, kdo se aspoň mohl napravit.
82466148-c739-420b-ba5c-ed0d8d21a4df	Female	Ember	"""Jsem rád, že jsme tu, abychom ti pomohli, Elane! Doufám, že i tvoje svatba dopadne dokonale. Strašně miluji svatby — jsou plné radosti a nových začátků. Ale zatím jsem žádné nezažil. Můžu přijít?"""	"""Jsem ráda, že jsme tu, abychom ti pomohli, Elane! Doufám, že i tvoje svatba dopadne dokonale. Strašně miluji svatby — jsou plné radosti a nových začátků. Ale zatím jsem žádné nezažila. Můžu přijít?"""
9daadee7-3413-41e8-aee7-cb0caf3fde57	Female	Seelah	"{n}Seelah se vrhne mezi Elana a Curla a sotva pohltí úder mířený na hobita.{/n} ""Elane, zastav! Přece nejsi zblázněný?"""	"{n}Seelah se vrhne mezi Elana a Curla a sotva pohltí úder mířený na hobita.{/n} ""Elane, zastav! Přece nejsi zblázněný?"""
5de8e6f6-916b-4fc3-bf93-db3a7e04440d	Female	Seelah Q1	"""Ale hlavně — mýlila jsem se v mnoha lidech. V Jannah, která ztratila nervy a opustila přátele. V Curlovi — věděla jsem, že je zloděj, ale opravdu jsem si myslela, že obrátil list a zaslouží si trochu soucitu a důvěry. A v Elanovi. Myslela jsem, že jsme spřízněné duše, přátelé v dobrém i zlém. Ale zdá se, že jsem se mýlila i v něm."" (Seelah tě pozorně sleduje, čekaje na tvou odpověď.)"	"""Ale hlavně — mýlila jsem se v mnoha lidech. V Jannah, která ztratila nervy a opustila přátele. V Curlovi — věděla jsem, že je zloděj, ale opravdu jsem si myslela, že obrátil list a zaslouží si trochu soucitu a důvěry. A v Elanovi. Myslela jsem, že jsme spřízněné duše, přátelé v dobrém i zlém. Ale zdá se, že jsem se mýlila i v něm."" (Seelah tě pozorně sleduje, čekaje na tvou odpověď.)"
c56d6557-8dba-4767-8536-5451b884ed14	Female	Seelah Q1	"""Ale i já jsem dříve dělala chyby! A přece jsem dokázala najít cestu ke správné stezce. Proč bych měla jiným odepřít stejnou šanci?"" (Seelah přestane.) ""Odpusť mi, promluvila jsem nevhodně. Zvážím, co jsi řekl."""	"""Ale i já jsem dříve dělala chyby! A přece jsem dokázala najít cestu ke správné stezce. Proč bych měla jiným odepřít stejnou šanci?"" (Seelah přestane.) ""Odpusť mi, promluvila jsem nevhodně. Zvážím, co jsi řekl."""
095927d7-e2e3-46fb-a69e-83e76f2c6789	Female	Seelah Q1	"(Vzdechne.) ""Děkuji, že sis vyslechl mé reptání a pomohl mi to rozklíčovat. Nenechám to tak. Pokud se naskytne příležitost, vystopuju Jannah a zkusím jí promluvit rozum do hlavy. A zjistím, proč Curl učinil, co učinil."""	"(Vzdechne.) ""Děkuji, že sis vyslechl mé reptání a pomohl mi to rozklíčovat. Nenechám to tak. Pokud se naskytne příležitost, vystopuju Jannah a zkusím jí promluvit rozum do hlavy. A zjistím, proč Curl učinil, co učinil."""
79d44418-ccaa-47f7-af6f-9eb8ae0dd04a	Female	Nenio	"""Jsem Nenio. Největší vědkyně moderní doby. A ty jsi můj věrný následovník. Proč mi kladeš tak nedůležitou otázku?"""	Jsem Nenio. Největší vědkyně moderní doby. A ty jsi můj věrný následovník. Proč mi kladeš tak nedůležitou otázku?
43303a1b-5117-4872-a855-1729ef757b8f	Female	Nenio	"{n}Kitsune zírá na své ruce, pak si přejede prsty přes špičatý čenich, zůstávaje u ostrých zubů a uší.{/n} ""Zdá se, že tvé pozorování bylo správné. Jsem kitsune."""	"{n}Kitsune zírá na své ruce, pak si přejede prsty přes špičatý čenich, zůstávaje u ostrých zubů a uší.{/n} ""Zdá se, že tvé pozorování bylo správné. Jsem kitsune."""
078dfd28-1016-4633-9a0c-1d3d7bced5f1	Female	Nenio	"{n}Nenio si drbe za uchem.{/n} ""Jestliže je má hypotéza správná — a pravděpodobnost toho se blíží sto procentům — vždy jsem byla kitsune, ale v jistý okamžik jsem se rozhodla tu znalost zapomenout. Podle tohoto uvažování se zdá, že fakt mého příslušentství k určité rase pro mě prostě není relevantní."""	"{n}Nenio si drbe za uchem.{/n} ""Jestliže je má hypotéza správná — a pravděpodobnost toho se blíží sto procentům — vždy jsem byla kitsune, ale v jistý okamžik jsem se rozhodla tu znalost zapomenout. Podle tohoto uvažování se zdá, že fakt mého příslušentství k určité rase pro mě prostě není relevantní."""
323cb6da-afb7-476c-9f41-e1732889f13a	Female	Nenio	"{n}Nenio zamračí se.{/n} ""Hlas v prázdnotě se mě zeptal — a podle tvé reakce i tebe — kdo jsem. A pouhé vyslovení mého jména jej neuspokojilo. Past mě tehdy donutila přijmout mou pravou podobu, na niž jsem zcela zapomněla. Hm."""	"{n}Nenio zamračí se.{/n} ""Hlas v prázdnotě se mě zeptal — a podle tvé reakce i tebe — kdo jsem. A pouhé vyslovení mého jména jej neuspokojilo. Past mě tehdy donutila přijmout mou pravou podobu, na niž jsem zcela zapomněla. Hm."""
343b634b-e137-4f8f-8912-f38fa30c6695	Female	Nenio	"""Předpokládám..."" {n}Oči kitsune se rozsvítí.{/n} ""Myslím, že tahle past nebyla pastí v pravém slova smyslu, nýbrž uzavřeným portálem vedoucím do nějakého skrytého místa, které snadno odhalí tajemství a odkryje pravdu. Ten, kdo s námi mluvil, mě rozluštil jako hádanku — v okamžiku, pouhým pohledem. Chtěla bych se s touto bytostí setkat. Umíš si představit, která tajemství může rozplést? Chci s ní mluvit, a ty, můj následovníku, mi v tom musíš pomoci!"""	"""Předpokládám..."" {n}Oči kitsune se rozsvítí.{/n} ""Myslím, že tahle past nebyla pastí v pravém slova smyslu, nýbrž uzavřeným portálem vedoucím do nějakého skrytého místa, které snadno odhalí tajemství a odkryje pravdu. Ten, kdo s námi mluvil, mě rozluštil jako hádanku — v okamžiku, pouhým pohledem. Chtěla bych se s touto bytostí setkat. Umíš si představit, která tajemství může rozplést? Chci s ní mluvit, a ty, můj následovníku, mi v tom musíš pomoci!"""
80379c61-9fa8-4179-aa97-2f3854c52a9e	Female	Nenio	"""Worldwound je nebezpečný, jít pod visícím rampouch je nebezpečné, dokonce i zadusit se špatně rozkousaným soustem může mít smrtelné následky. Žít je nebezpečné! Ale co je nebezpečí ve srovnání s poznáním?"""	"""Worldwound je nebezpečný, jít pod visícím rampouch je nebezpečné, dokonce i zadusit se špatně rozkousaným soustem může mít smrtelné následky. Žít je nebezpečné! Ale co je nebezpečí ve srovnání s poznáním?"""
0efa9bc0-432b-413d-988a-45e06c521165	Female	Nenio	"{n}Nenio povzdechne a odvrátí se od sochy.{/n} ""S nejhlubší lítostí musím přiznat, že máš pravdu. Je vysoce nepravděpodobné, že bychom tu a teď dokázali rozluštit tuto hádanku. Budeme se muset dočasně stáhnout, abychom se mohli vrátit, až budeme vyzbrojeni a připraveni!"""	"{n}Nenio povzdechne a odvrátí se od sochy.{/n} ""S nejhlubší lítostí musím přiznat, že máš pravdu. Je vysoce nepravděpodobné, že bychom tu a teď dokázali rozluštit tuto hádanku. Budeme se muset dočasně stáhnout, abychom se mohli vrátit, až budeme vyzbrojeni a připraveni!"""
969d99ef-acda-4eb0-a453-a991bff4c7ad	Female	Arueshalae	"""Děláš si samozřejmě legraci, ale je to pravda. I kdyby to slovo slyšel už dřív, nebyl by ho schopen pochopit. Démoni si prostě nedokážou osvojit takové pojmy."""	"""Děláš si samozřejmě legraci, ale je to pravda. I kdyby to slovo slyšel už dřív, nebyl by ho schopen pochopit. Démoni si prostě nedokážou osvojit takové pojmy."""
a8e95825-80d9-4ca8-b92a-42fe1662e9a3	Female	Wenduag	"""Nejsi jen k ničemu... Jsi zhoubný. Vždy jsi byl trnem v mém boku, Sulle, a dokonce ses stal obtíží i pro Savamelekh — našel jsi nás a všechno vyzradil. Kdybych tušil, jak jsi tvrdý, poslal bych tě na démony dávno."""	"""Nejsi jen k ničemu... Jsi zhoubný. Vždy jsi byl trnem v mém boku, Sulle, a dokonce ses stal obtíží i pro Savamelekh — našel jsi nás a všechno vyzradil. Kdybych tušila, jak jsi tvrdý, poslala bych tě na démony dávno."""
2678dc01-fd6b-4be2-aadf-f8e1a9527551	Female	Wenduag	"""Znám to místo. Slyšel jsem o něm od Hosilla. Viděl jsem ho vykreslené na mapách. Je to u Iz. Dobrý úkryt — spleť starodávných ruin, bez průvodce se jistě ztratíš. Ale já nás tam dovedu — ucítím Savamelekhův pach i z míle."""	"""Znám to místo. Slyšela jsem o něm od Hosilla. Viděla jsem ho vykreslené na mapách. Je to u Iz. Dobrý úkryt — spleť starodávných ruin, bez průvodce se jistě ztratíš. Ale já nás tam dovedu — ucítím Savamelekhův pach i z míle."""
0be82f1d-6cb6-4c4a-8a4e-9e929eba818a	Female	Wenduag	"""Přestaň žvanit a šetři síly. Musíš vydržet dost dlouho, abys byl svědkem, jak obnovím náš kmen v jeho pravé slávě. Potřebuji tě tu, abych ti to mohl nandat, starý dědku."""	"""Přestaň žvanit a šetři síly. Musíš vydržet dost dlouho, abys byl svědkem, jak obnovím náš kmen v jeho pravé slávě. Potřebuji tě tu, abych ti to mohla nandat, starý dědku."""
3e211c76-7e71-4d9c-a401-849767bd456f	Female	Wenduag	"""Ale {mf|pán|paní}, moji bojovníci — vaši bojovníci! Je teď čas zahazovat potenciální vojáky do vaší armády? Kromě toho... Savamelekh je vám ukradl — to je urážka! Pokud ho za to nepotrestáme, kdo vám poskytne ten respekt a strach, který si zasloužíte?"""	"""Ale {mf|pán|paní}, moji bojovníci — vaši bojovníci! Je teď čas zahazovat potenciální vojáky do vaší armády? Kromě toho... Savamelekh je vám ukradl — to je urážka! Pokud ho za to nepotrestáme, kdo vám poskytne ten respekt a strach, který si zasloužíte?"""
a0347e9e-102f-4f5b-9f28-22317109ce33	Female	Wenduag	"{n}Wenduag se na něj mračí.{/n} ""Starý blázne. Měl bys myslet na náš kmen, ty blešáku, a místo toho žvaníš o přísahách... Fuj, jsi teď jako uplander!"" {n}Po pauze dodá dutým hlasem,{/n} ""{mf|pán|paní} promluvil, a osud kříženců je zpečetěn. Není co dodat, {mf|pán|paní}. Netroufnu si vám odporovat."""	"{n}Wenduag se na něj mračí.{/n} ""Starý blázne. Měl bys myslet na náš kmen, ty blešáku, a místo toho žvaníš o přísahách... Fuj, jsi teď jako uplander!"" {n}Po pauze dodá dutým hlasem,{/n} ""{mf|pán|paní} promluvil, a osud kříženců je zpečetěn. Není co dodat, {mf|pán|paní}. Netroufnu si vám odporovat."""
eae08065-9921-4749-b814-d29c1c81998c	Female	Wenduag	"{n}Wenduag popadá zbraň.{/n} ""Co by tu Sull dělal? Je to iluze? Nějaká past?"""	"{n}Wenduag popadá zbraň.{/n} ""Co by tu Sull dělal? Je to iluze? Nějaká past?"""
46251593-d3aa-4d00-8d7c-14f35cb41791	Female	Wenduag	"{n}Po rychlém prohlédnutí Wenduag kysle pronese,{/n} ""Nemá to smysl! Mozek má uvařený horkem! Musíme ho hned odvézt k léčiteli do Drezen, nebo dlouho nevydrží. A já ho pořád musím pořádně vyslýchat!"""	"{n}Po rychlém prohlédnutí Wenduag kysle pronese,{/n} ""Nemá to smysl! Mozek má uvařený horkem! Musíme ho hned odvézt k léčiteli do Drezen, nebo dlouho nevydrží. A já ho pořád musím pořádně vyslýchat!"""
598fe0b0-e15d-44b7-aa97-38d4ac5e7ada	Female	Wenduag	"""Co... už unavený, Lanne?"" {n}Wenduag se přinutí zachechtat.{/n} ""Slabochu!"""	"""Co... už unavený, Lanne?"" {n}Wenduag se přinutí zachechtat.{/n} ""Slabochu!"""
f429c282-4de3-4ddd-8feb-c0821b2cc6d3	Female	Wenduag	"""Zastav se, {mf|mistr|mistryně}, prosím tě. Znáš mě, nikdy jsem o Lannovi neřekl nic dobrého, ale nehodlám se mstít tím, že mu ukradnu kořist. Vždy chtěl zabít {g|Savamelekh}Savamelekh{/g}, tak ať to zkusí. Když zemře, nebudu litovat, ale taky nechci propásnout představení."""	"""Zastav se, {mf|mistr|mistryně}, prosím tě. Znáš mě, nikdy jsem o Lannovi neřekla nic dobrého, ale nehodlám se mstít tím, že mu ukradnu kořist. Vždy chtěl zabít {g|Savamelekh}Savamelekh{/g}, tak ať to zkusí. Když zemře, nebudu litovat, ale taky nechci propásnout představení."""
58444f0b-ebe1-4726-9fab-c11c0c773f77	Female	Wenduag	"{n}Wenduag těžce dýchá, zatlačuje prsty do spánků.{/n} ""Pokud to nepřestane, proříznu někomu hrdlo... Je to, jako by mi někdo šeptal do uší, 'zabít, zabít'..."""	"{n}Wenduag těžce dýchá, zatlačuje prsty do spánků.{/n} ""Pokud to nepřestane, proříznu někomu hrdlo... Je to, jako by mi někdo šeptal do uší, 'zabít, zabít'..."""
3087effa-e0d9-4159-923f-959e992ae240	Female	Wenduag	"{n}Wenduag se zachechtá.{/n} ""Konečně slova hodná bojovníka. Už jsi nás dost ponížil svou slabostí."""	"{n}Wenduag se zachechtá.{/n} ""Konečně slova hodná bojovníka. Už jsi nás dost ponížil svou slabostí."""
c2c05fe4-049b-49d9-a9df-0ea87de2c06c	Female	Wenduag	"""Pravděpodobně zemřeš v boji s tímto démonem, Lanne. Savamelekh je silný... i když samozřejmě ne silnější než můj {mf|mistr|mistryně}."""	"""Pravděpodobně zemřeš v boji s tímto démonem, Lanne. Savamelekh je silný... i když samozřejmě ne silnější než moje {mf|mistr|mistryně}."""
3c8e5275-d2e3-4e53-8511-b3bdc52886a0	Female	Wenduag	"{n}Wenduag plivne na podlahu a podivně se usmívá.{/n} ""Cítil jsi to taky, Lanne? Krvežíznivost, jemné šeptání, které tě volá k násilí? Konečně věnuješ pozornost, že?"""	"{n}Wenduag plivne na podlahu a podivně se usmívá.{/n} ""Cítil jsi to taky, Lanne? Krvežíznivost, jemné šeptání, které tě volá k násilí? Konečně věnuješ pozornost, že?"""
4b995c47-bd81-4ad3-ab02-03e2878f6182	Female	Wenduag	"""Přiznal jsem, že jsem se mýlil. Co ještě chceš, Lanne? Moje ponížení? Chceš, abych lízal Velitelovy nohy?"""	"""Přiznala jsem, že jsem se mýlila. Co ještě chceš, Lanne? Moje ponížení? Chceš, abych lízala Velitelovy nohy?"""
dc28556c-2060-47fc-995a-076c85cfbb76	Female	Seelah Q2	Chamtivost a domýšlivost jsou vlastnosti téměř všech démonů a pán vily se zdá horlivý dokázat nadřazenost v obou těchto neřestech. Dveře vedou do nádherného salónu. Není zařízen ve smyslu líbivého vkusu. Odlesky lamp se třpytí na pozlaceném nábytku. Podlaha je pokryta bohatými mozaikami. Police jsou plné drahých cetek. Jako by toho luxusu nebylo dost, celá místnost se zrcadlí v obřím zrcadle pokrývajícím celý strop. Jakmile Velitel vstoupí, povrch zrcadla se rozvlní, začne bublat, vyboulet a vytékat jako melasa. Vysílá své lepivé chapadla směrem k cizincům a jediný dotek těchto přívěsků prořízne maso hrobovým chladem.	Chamtivost a domýšlivost jsou vlastnosti téměř všech démonů a pán vily se zdá horlivý dokázat nadřazenost v obou těchto neřestech. Dveře vedou do nádherného salónu. Není zařízen ve smyslu líbivého vkusu. Odlesky lamp se třpytí na pozlaceném nábytku. Podlaha je pokryta bohatými mozaikami. Police jsou plné drahých cetek. Jako by toho luxusu nebylo dost, celá místnost se zrcadlí v obřím zrcadle pokrývajícím celý strop. Jakmile Velitel vstoupí, povrch zrcadla se rozvlní, začne bublat, vyboulet a vytékat jako melasa. Vysílá své lepivé chapadla směrem k cizincům a jediný dotek těchto přívěsků prořízne maso hrobovým chladem.
2cc47f4e-3173-40f1-ab42-88cdb18be480	Female	Seelah Q2	Po rychlém, zamyšleném pohledu na {mf|jeho|její} odraz se {name} schová pod kávový stolek na vřetenových nožkách. Jakmile {mf|jeho|její} odraz zmizí z třpytivého povrchu zrcadla, dezorientovaná chapadla začnou bezhlavě šlehat různými směry, neschopná nalézt svou kořist. Skrytý před bdělým okem monstra se Commander plíží k východu.	Po rychlém, zamyšleném pohledu na {mf|jeho|její} odraz se {name} schová pod kávový stolek na vřetenových nožkách. Jakmile {mf|jeho|její} odraz zmizí z třpytivého povrchu zrcadla, dezorientovaná chapadla začnou bezhlavě šlehat různými směry, neschopná nalézt svou kořist. Skrytá před bdělým okom monstra se Commander plíží k východu.
ce97f6eb-7676-4bd2-ab26-e428142a02f7	Female	Seelah Q2	{name} vyrazí ze stínů s oslnivým skokem a dopadne do středu místnosti, kde {mf|on|ona} vytasí zbraň a rychle ušetří několik nejbližších monster trápení. {mf|On|Ona} vydá tak divoký a krvežíznivý výkřik, že i tato bezduchá běsnění jsou otřesena v jádru. Vyděšeně pištíce se rychle vracejí do svých klecí a sbíhají se v rohu. Cesta je nyní volná.	{name} vyrazí ze stínů s oslnivým skokem a dopadne do středu místnosti, kde {mf|on|ona} vytasí zbraň a rychle ušetří několik nejbližších monster trápení. {mf|On|Ona} vydá tak divoký a krvežíznivý výkřik, že i tato bezduchá běsnění jsou otřesena v jádru. Vyděšeně pištíce se rychle vracejí do svých klecí a sbíhají se v rohu. Cesta je nyní volná.
