guid	action	old_text	new_text
4d3a3b61-54ac-44bd-b1ee-6488863959ab	changed	"""Ale... nechci, abys zemřel. Nebudu se s tebou prát! Mám tě rád. Prostě půjdu vpřed, to je všechno!"""	"""Ale... nechci, abys zemřel. Nebudu se s tebou prát! Mám tě ráda. Prostě půjdu vpřed, to je všechno!"""
592a2932-a8d7-41ff-bd8a-85d1ed972517	changed	Nemám rád o tom mluvit. Proč nepromluvíme o něčem jiném než o tom, jak těžké nebo snadné by bylo jeden druhého zabít?	Nemám ráda o tom mluvit. Proč nepromluvíme o něčem jiném než o tom, jak těžké nebo snadné by bylo jeden druhého zabít?
6db7b131-f7fb-4fa0-a5e7-979dcc2005cf	changed	Když jsem řekl, že mi ho bylo líto, nemyslel jsem tím, že chci vidět... tohle.	Když jsem řekla, že mi ho bylo líto, nemyslela jsem tím, že chci vidět... tohle.
b0895514-5195-4846-9b0f-0510398b015f	changed	"""To nevadí."" {n}Galfrey se smutně usmívá.{/n} ""Jsem rád, že tě vidím, bez ohledu na okolnosti."""	"""To nevadí."" {n}Galfrey se smutně usmívá.{/n} ""Jsem ráda, že tě vidím, bez ohledu na okolnosti."""
52dc6428-a09c-416e-b0c9-d2b05937a27f	changed	"""Spálil bych Galfreyho."""	"""Spálila bych Galfreyho."""
db057152-6d87-4d78-8b1f-7c2d9e13cb45	changed	"{n}Ember se dívá na anomálie s lítostí.{/n} ""Chudáci. Trpí tolik. Proč Valmallos při stvoření světa nezbavil svět bolesti? Mohl to udělat, v tom jsem si jist."""	"{n}Ember se dívá na anomálie s lítostí.{/n} ""Chudáci. Trpí tolik. Proč Valmallos při stvoření světa nezbavil svět bolesti? Mohl to udělat, v tom jsem si jistá."""
e4f19e57-5eb2-4515-ac24-a13e1334d182	changed	"""Jestli budu potřebovat provaz z vašich střev, abych vytáhl podzemňany na povrch, rád ho upletU!"""	"""Jestli budu potřebovat provaz z vašich střev, abych vytáhla podzemňany na povrch, ráda ho upletu!"""
7fac2619-b896-45b3-89ae-ef5bdbf08a03	changed	"""Potkal jsem všelijaké monstra, ale žádné z nich nebylo tak nafoukané!"""	"""Potkala jsem všelijaké monstra, ale žádné z nich nebylo tak nafoukané!"""
0f09ef33-f924-4b20-9cd5-e9bbea0b383d	changed	"""Myslel jsem, že jsi mistr intrik, chladnokrevný a mazaný. Ale nejsi chytrý ani mazaný — jsi prostě krutý. Na tvých plánech není nic výjimečného... jsou jen záminkou k ubližování lidem."""	"""Myslela jsem, že jsi mistr intrik, chladnokrevný a mazaný. Ale nejsi chytrý ani mazaný — jsi prostě krutý. Na tvých plánech není nic výjimečného... jsou jen záminkou k ubližování lidem."""
982a317a-3a43-4ad0-95b2-bbca85e60256	changed	"""Děkuji ti, {name}. Chci, abys věděl — opravdu si tvé pomoci vážím. Vím, že tito kultisté jsou stejně naši nepřátelé, ale jsem rád, že nevěnuješ pozornost jen velkým věcem, ale i osudu obyčejných lidí, jako jsou ti, jimž byla ukradena duše."""	"""Děkuji ti, {name}. Chci, abys věděl — opravdu si tvé pomoci vážím. Vím, že tito kultisté jsou stejně naši nepřátelé, ale jsem ráda, že nevěnuješ pozornost jen velkým věcem, ale i osudu obyčejných lidí, jako jsou ti, jimž byla ukradena duše."""
e651affe-5e6a-4314-aaa2-3d98b029f255	changed	"{n}Seelah stojí se zbraní v ruce, oči planoucí.{/n} ""Viděl jsi těla na ulicích? Vsadil bych cokoli, že to je dílo našeho klenotníka! Pojďme rychle do jeho dílny, jsi-li připraven!"""	"{n}Seelah stojí se zbraní v ruce, oči planoucí.{/n} ""Viděl jsi těla na ulicích? Vsadila bych cokoli, že to je dílo našeho klenotníka! Pojďme rychle do jeho dílny, jsi-li připraven!"""
fe9da29d-468a-4235-94bb-e67641fdd000	changed	"""Jsem tak rád, že jsi šel se mnou na svatbu! A že jsme zjistili, co se stalo. Protože jinak by Seelah přišla sama, darovala nevěstě prsten s démonem uvnitř a zoufale by selhala, když by se pokusila pomoci."""	"""Jsem tak ráda, že jsi šel se mnou na svatbu! A že jsme zjistili, co se stalo. Protože jinak by Seelah přišla sama, darovala nevěstě prsten s démonem uvnitř a zoufale by selhala, když by se pokusila pomoci."""
709a356c-3b24-48fc-bad7-df1c6329bbb6	changed	"""Ne zase tohle. Abych se vyhnul vleklé debatě, půjdu rovnou k věci: přinesl jsem ti dar. Je to... no... prsten. Aby nahradil ten, který ukradl Curl."""	"""Ne zase tohle. Abych se vyhnula vleklé debatě, půjdu rovnou k věci: přinesla jsem ti dar. Je to... no... prsten. Aby nahradil ten, který ukradl Curl."""
b38cb391-263f-458d-a860-2683fb12a6d7	changed	"""Vzal jsem si kázajícího, ne městského pekaře. Nikdy jsme neměli mít poklidný život. Ale přežijeme to. Společně."""	"""Vzala jsem si kázajícího, ne městského pekaře. Nikdy jsme neměli mít poklidný život. Ale přežijeme to. Společně."""
818fc0c4-b7b7-49c8-9440-114851ef32c4	changed	"""Á, mistr Darek sám? Slyšel jsem, že jediné místo, kde je člověk má šanci na setkání s vámi, je královský ples."""	"""Á, mistr Darek sám? Slyšela jsem, že jediné místo, kde je člověk má šanci na setkání s vámi, je královský ples."""
bcda2efa-b77b-48ed-ad62-e630b0224fd8	changed	"""Podle pravidel bys měl ztuhnout na kámen, když si vezmeš špatné koště, pardon, 'artefakt.' Ale abych byl upřímný... rád ti pomůžu. Vlastně jsem zapomněl, které jsem označil jako to pravé."""	Podle pravidel bys měl ztuhnout na kámen, když si vezmeš špatné koště, pardon, 'artefakt.' Ale abych byla upřímná... ráda ti pomůžu. Vlastně jsem zapomněla, které jsem označila jako to pravé.
3ce10471-2290-4353-8b75-576be7ff7cc8	changed	"""Měla tu být 'bitva s predátorem', ale ještě nejsem dost opilý na to. Tak si vezmi jakékoli koště a běž. Nezapomeň ho dát Elanovi! Monarch ti dá odměnu za navrácení artefaktu."""	"""Měla tu být 'bitva s predátorem', ale ještě nejsem dost opilá na to. Tak si vezmi jakékoli koště a běž. Nezapomeň ho dát Elanovi! Monarch ti dá odměnu za navrácení artefaktu."""
69e44d37-a6d8-4054-8ec3-0901da2fca7e	changed	"""Jsem trochu zmatený — kde jsou hudebníci, dav opilých hostů? Na poslední svatbě, kam jsem šel, jsme opili kněze úplně!"""	"""Jsem trochu zmatená — kde jsou hudebníci, dav opilých hostů? Na poslední svatbě, kam jsem šla, jsme opily kněze úplně!"""
95529f96-e2dd-49f6-bc42-e8a280b2b223	changed	{n}Seelah se usmívá, ale její výraz je napjatý, sleduje dění.{/n}	{n}Seelah se usmívá, ale její výraz je napjatá, sleduje dění.{/n}
c26872c6-05a1-468b-a836-243aa0c311f9	changed	"""{jméno}, je to opravdu nutné? Curl přece nic neudělal. Cokoliv mohl mít na mysli, to je mezi ním a jeho svědomím."""	"""{name}, je to opravdu nutné? Curl přece nic neudělal. Cokoliv mohl mít na mysli, to je mezi ním a jeho svědomím."""
a691aa7b-4db9-40ca-a954-b2987a13aa87	changed	"""Rád bych poukázal, že pokud si někdo sbírá věci mrtvých čistě z vědeckých důvodů, není to rabování — je to posmrtný dobročinný dar! A jako takový není rozhodně třeba honit takového člověka napůl přes hořící město a slibovat nejrůznější strašlivé tresty. V tomhle případě se však zřejmě jedná o obyčejné rabování."""	"""ráda bych poukázala, že pokud si někdo sbírá věci mrtvých čistě z vědeckých důvodů, není to rabování — je to posmrtný dobročinný dar! A jako takový není rozhodně třeba honit takového člověka napůl přes hořící město a slibovat nejrůznější strašlivé tresty. V tomhle případě se však zřejmě jedná o obyčejné rabování."""
b9c43cae-d4c0-48f1-a042-6e928e300ca5	changed	"{n}Seelah posune k tobě korbel piva a promluví tiše,{/n} ""Byla jsem to já, kdo přesvědčil {g|Irabeth}Irabeth{/g}, aby využila toho, co našli Jannah, Curl a Elan, k malé oslavě. Když se podíváš z okna, můžeš mít pocit, že nastal Konec časů a Propast nás všechny pohltila. Myslela jsem, že nějaké jednoduché potěšení — dobré jídlo a dobrá společnost — může pomoci odvrátit skleslost."" {n}Seelah se na tebe podívá váhavě, jako by se snažila odhadnout tvou reakci.{/n}"	"{n}Seelah posune k tobě korbel piva a promluví tiše,{/n} ""Byla jsem to já, kdo přesvědčila {g|Irabeth}Irabeth{/g}, aby využila toho, co našli Jannah, Curl a Elan, k malé oslavě. Když se podíváš z okna, můžeš mít pocit, že nastal Konec časů a Propast nás všechny pohltila. Myslela jsem, že nějaké jednoduché potěšení — dobré jídlo a dobrá společnost — může pomoci odvrátit skleslost."" {n}Seelah se na tebe podívá váhavě, jako by se snažila odhadnout tvou reakci.{/n}"
d9ab3a12-ada5-4729-85bf-b137bc5356b1	changed	"""To je škoda. Pokusím se to vyřešit sám. Omlouvám se, že jsem vám zabral čas."""	"""To je škoda. Pokusím se to vyřešit sama. Omlouvám se, že jsem vám zabrala čas."""
3def534a-d1c7-4d66-ad9a-5f0f8abc936d	changed	"""Curl má pravdu. {name} mi pomohl vás najít. Bez {mf|jeho|její} pomoci bych vás stále hledal po celém Kenabres. Tak pojď, Elane. Přejdi tu tvrdohlavost!"""	"""Curl má pravdu. {name} mi pomohl vás najít. Bez {mf|jeho|její} pomoci bych vás stále hledala po celém Kenabres. Tak pojď, Elane. Přejdi tu tvrdohlavost!"""
4c5d65d5-f334-401e-a464-2bf4cefa859d	changed	"{n}Seelah se trochu zamračí.{/n} ""Nemluvme o tom. Ujišťuji tě, jsem ta stejná Seelah — tvá přítelkyně z Ligy Inspirovaného Voze. A přišli jsme sem, abychom ti pomohli hledat Elanův prsten. Mimochodem, kde je {g|Curl}Curl{/g}?"""	"{n}Seelah se trochu zamračí.{/n} ""Nemluvme o tom. Ujišťuji tě, jsem ta stejná Seelah — tvá přítelkyně z Ligy Inspirovaného Voze. A přišly jsme sem, abychom ti pomohly hledat Elanův prsten. Mimochodem, kde je {g|Curl}Curl{/g}?"""
a8761b89-247a-4271-a96f-ab540b14e1ad	changed	"""Myslím to vážně. Prostě nemohu dovolit, abys zavraždila někoho, koho považuji za dobrého člověka, nebo někoho, kdo se aspoň mohl napravit."""	Myslím to vážně. Prostě nemohu dovolit, abys zavraždila někoho, koho považuji za dobrého člověka, nebo někoho, kdo se aspoň mohl napravit.
82466148-c739-420b-ba5c-ed0d8d21a4df	changed	"""Jsem rád, že jsme tu, abychom ti pomohli, Elane! Doufám, že i tvoje svatba dopadne dokonale. Strašně miluji svatby — jsou plné radosti a nových začátků. Ale zatím jsem žádné nezažil. Můžu přijít?"""	"""Jsem ráda, že jsme tu, abychom ti pomohli, Elane! Doufám, že i tvoje svatba dopadne dokonale. Strašně miluji svatby — jsou plné radosti a nových začátků. Ale zatím jsem žádné nezažila. Můžu přijít?"""
79d44418-ccaa-47f7-af6f-9eb8ae0dd04a	changed	"""Jsem Nenio. Největší vědkyně moderní doby. A ty jsi můj věrný následovník. Proč mi kladeš tak nedůležitou otázku?"""	Jsem Nenio. Největší vědkyně moderní doby. A ty jsi můj věrný následovník. Proč mi kladeš tak nedůležitou otázku?
a8e95825-80d9-4ca8-b92a-42fe1662e9a3	changed	"""Nejsi jen k ničemu... Jsi zhoubný. Vždy jsi byl trnem v mém boku, Sulle, a dokonce ses stal obtíží i pro Savamelekh — našel jsi nás a všechno vyzradil. Kdybych tušil, jak jsi tvrdý, poslal bych tě na démony dávno."""	"""Nejsi jen k ničemu... Jsi zhoubný. Vždy jsi byl trnem v mém boku, Sulle, a dokonce ses stal obtíží i pro Savamelekh — našel jsi nás a všechno vyzradil. Kdybych tušila, jak jsi tvrdý, poslala bych tě na démony dávno."""
2678dc01-fd6b-4be2-aadf-f8e1a9527551	changed	"""Znám to místo. Slyšel jsem o něm od Hosilla. Viděl jsem ho vykreslené na mapách. Je to u Iz. Dobrý úkryt — spleť starodávných ruin, bez průvodce se jistě ztratíš. Ale já nás tam dovedu — ucítím Savamelekhův pach i z míle."""	"""Znám to místo. Slyšela jsem o něm od Hosilla. Viděla jsem ho vykreslené na mapách. Je to u Iz. Dobrý úkryt — spleť starodávných ruin, bez průvodce se jistě ztratíš. Ale já nás tam dovedu — ucítím Savamelekhův pach i z míle."""
0be82f1d-6cb6-4c4a-8a4e-9e929eba818a	changed	"""Přestaň žvanit a šetři síly. Musíš vydržet dost dlouho, abys byl svědkem, jak obnovím náš kmen v jeho pravé slávě. Potřebuji tě tu, abych ti to mohl nandat, starý dědku."""	"""Přestaň žvanit a šetři síly. Musíš vydržet dost dlouho, abys byl svědkem, jak obnovím náš kmen v jeho pravé slávě. Potřebuji tě tu, abych ti to mohla nandat, starý dědku."""
f429c282-4de3-4ddd-8feb-c0821b2cc6d3	changed	"""Zastav se, {mf|mistr|mistryně}, prosím tě. Znáš mě, nikdy jsem o Lannovi neřekl nic dobrého, ale nehodlám se mstít tím, že mu ukradnu kořist. Vždy chtěl zabít {g|Savamelekh}Savamelekh{/g}, tak ať to zkusí. Když zemře, nebudu litovat, ale taky nechci propásnout představení."""	"""Zastav se, {mf|mistr|mistryně}, prosím tě. Znáš mě, nikdy jsem o Lannovi neřekla nic dobrého, ale nehodlám se mstít tím, že mu ukradnu kořist. Vždy chtěl zabít {g|Savamelekh}Savamelekh{/g}, tak ať to zkusí. Když zemře, nebudu litovat, ale taky nechci propásnout představení."""
c2c05fe4-049b-49d9-a9df-0ea87de2c06c	changed	"""Pravděpodobně zemřeš v boji s tímto démonem, Lanne. Savamelekh je silný... i když samozřejmě ne silnější než můj {mf|mistr|mistryně}."""	"""Pravděpodobně zemřeš v boji s tímto démonem, Lanne. Savamelekh je silný... i když samozřejmě ne silnější než moje {mf|mistr|mistryně}."""
4b995c47-bd81-4ad3-ab02-03e2878f6182	changed	"""Přiznal jsem, že jsem se mýlil. Co ještě chceš, Lanne? Moje ponížení? Chceš, abych lízal Velitelovy nohy?"""	"""Přiznala jsem, že jsem se mýlila. Co ještě chceš, Lanne? Moje ponížení? Chceš, abych lízala Velitelovy nohy?"""
2cc47f4e-3173-40f1-ab42-88cdb18be480	changed	Po rychlém, zamyšleném pohledu na {mf|jeho|její} odraz se {name} schová pod kávový stolek na vřetenových nožkách. Jakmile {mf|jeho|její} odraz zmizí z třpytivého povrchu zrcadla, dezorientovaná chapadla začnou bezhlavě šlehat různými směry, neschopná nalézt svou kořist. Skrytý před bdělým okem monstra se Commander plíží k východu.	Po rychlém, zamyšleném pohledu na {mf|jeho|její} odraz se {name} schová pod kávový stolek na vřetenových nožkách. Jakmile {mf|jeho|její} odraz zmizí z třpytivého povrchu zrcadla, dezorientovaná chapadla začnou bezhlavě šlehat různými směry, neschopná nalézt svou kořist. Skrytá před bdělým okom monstra se Commander plíží k východu.
0ad13e57-bed7-4788-bbd5-148166aa835b	changed	{Name} tiše plíží stíny kolem sípajících, potulných tvorů. {mf|On|Ona} se dokáže držet skrytý, dokud nešikovně nezašlápne kost, která praskne s hlasitým lupnutím. Bestie se okamžitě otočí směrem k hluku. Jejich vypouklé, bledé oči hledají svou kořist. Když Commandera spatří, strážní netvoři se vrhnou na {mf|ho|ji} s hlubokými, chraplavými výkřiky a rozpoutá se boj.	{Name} tiše plíží stíny kolem sípajících, potulných tvorů. {mf|On|Ona} se dokáže držet skrytá, dokud nešikovně nezašlápne kost, která praskne s hlasitým lupnutím. Bestie se okamžitě otočí směrem k hluku. Jejich vypouklé, bledé oči hledají svou kořist. Když Commandera spatří, strážní netvoři se vrhnou na {mf|ho|ji} s hlubokými, chraplavými výkřiky a rozpoutá se boj.
1a431dbc-9a28-4964-a2f8-0fdf4979364e	changed	Velitel se dívá do známé ložnice, kde je podlaha pohřbená pod tlustou vrstvou koberců a kůží. Jsou plné trhlin a rozervání — stopy nedávného boje. Když zachytí vibrace kroků, moře pokrývek a přikrývek se vlní a pohybuje, lákajíc svou kořist, aby vykročila o kus dál, slibujíc odpočinek a hluboký, klidný spánek. Všechno, co Velitel musí udělat, je vrhnout se do měkkého objetí těchto polštářů a přikrývek, a {mf|on|ona} bude v nich hluboce pohřben, zcela pohlcen...	Velitelka se dívá do známé ložnice, kde je podlaha pohřbená pod tlustou vrstvou koberců a kůží. Jsou plné trhlin a rozervání — stopy nedávného boje. Když zachytí vibrace kroků, moře pokrývek a přikrývek se vlní a pohybuje, lákajíc svou kořist, aby vykročila o kus dál, slibujíc odpočinek a hluboký, klidný spánek. Všechno, co Velitelka musí udělat, je vrhnout se do měkkého objetí těchto polštářů a přikrývek, a {mf|on|ona} bude v nich hluboce pohřbena, zcela pohlcena...
4a7c0f93-a6bc-4c71-a0bb-1f7b39a734f8	changed	"""Byl bych zvědavý, jak by mě mohl skutečně nadaný vivisekcionář přetvořit. Ale mé tělo má velkou hodnotu. Nedovolím, aby tak kvalitní materiál zkazil skon ve vašich rukou."""	Byla bych zvědavá, jak by mě mohl skutečně nadaný vivisekcionář přetvořit. Ale mé tělo má velkou hodnotu. Nedovolím, aby tak kvalitní materiál zkazil skon ve vašich rukou.
