key	speaker_gender	speaker_name	cs_text	fem_preview	changed
562eb288-b537-4a13-a889-34c4a4b4ca9b	Female	MythicLocust Ch5	Nebezpečnější. Mám na tyhle věci instinkt. Kdyby ne, už bych byl mrtvý. Jsi nebezpečný, Veliteli, a před {g|Desna}Desna{/g} doufám, že budeš nebezpečný našim nepřátelům, a ne nám... ani sobě!	Nebezpečnější. Mámnatyhlevěciinstinkt. Kdyžbyne,užbychbylamrtvá. Jsinebezpečná,Veliteli,apřed{g|Desna}Desna{/g} doufám, že budeš nebezpečná našim nepřátelům, a ne nám... ani sobě!	yes
971ebcb2-c556-4a40-b468-340b883c881a	Female	MythicLocust Ch5	(Anevia si vrazí pěst do dlaně.) Víš, rád(a) bych tu potvoru Nurah pořádně prohnal(a)! Jak dlouho sloužila těm démonům, kdo ví? Vsadím slušné stříbro, že kdybych ji otočil(a vzhůru nohama a potřásl(a) jí), vypadlo by z ní něco zajímavého, ne jen vši!	(Aneviasivrazípěstdodlaně.) Víš,ráda(a)bychtupotvoruNurahpořádněprohnala(a)! Jakdlouhosloužilatěmdémonům,kdoví? Vsadímslušnéstříbro,žekdyžbychjiotočila(avzhůrunohamaapotřásla(a)jí),vypadlobyzníněcozajímavého,nejenvši!	yes
0e967c6e-5bda-4e03-a3aa-c8a9cce0a662	Female	MythicLocust Ch5	Především její druh se jen tak nevzdává. Jestli ji nevidíme, znamená to, že nám někde připravuje past, kde to nečekáme. Bylo by fajn, kdyby ji páni démonů prostě sežrali za její selhání, ale to je příliš velká naděje.	Předevšímjejídruhsejentaknevzdává. Jestlijinevidíme,znamenáto,ženámněkdepřipravujepast,kdetonečekáme. Bylobyfajn,kdyžbyjipánidémonůprostěsežralizajejíselhání,aletojepřílišvelkánaděje.	yes
3989cafd-745b-44be-94a5-ae7b1a7119b5	Female	MythicLocust Ch5	Ale to není to nejhorší. Máme zajímavější otázku, víš. Zajímá mě, jak se teleportovala z města, když jsi už tehdy pověsil prapor. Vojáci říkají, že to tehdy asi nebylo v plné síle, ale ty i já víme, že to jsou hlouposti. Neměla být schopná teleportovat, a přesto to udělala. Otázkou zůstává: jak?	Ale to není to nejhorší. Máme zajímavější otázku, víš. Zajímá mě, jak se teleportovala z města, když jsi už tehdy pověsila prapor. Vojáci říkají, že to tehdy asi nebylo v plné síle, ale ty i já víme, že to jsou hlouposti. Neměla být schopná teleportovat, a přesto to udělala. Otázkou zůstává: jak?	yes
e5df2326-182f-4b40-a753-a4c651866b8a	Female	MythicLocust Ch5	Nemám tušení, ani žádné hlášení. I když, když se nad tím zamyslíš — kde bys čekal, že se schová jedna z {g|Baphomet}Baphomet's{/g} kultistek? Vsadím se, že se skrývá někde přímo před našima očima. Navíc ti uctívači démonů milují znesvěcování posvátných míst. Kdybych byl tebou, hledal bych ji v nějaké blízké svatyni.	Nemám tušení, ani žádné hlášení. I když, když se nad tím zamyslíš — kde bys čekala, že se schová jedna z {g|Baphomet}Baphomet's{/g}kultistek? Vsadímse,žeseskrýváněkdepřímopřednašimaočima. Navíctiuctívačidémonůmilujíznesvěcováníposvátnýchmíst. Kdyžbychbylatebou,hledalabychjivnějakéblízkésvatyni.	yes
e7448a26-3735-4f71-b535-8138af261743	Female	MythicLocust Ch5	(Anevia neochotně zavrtí hlavou.) Nemám tušení. Přemýšlel jsem o tom dny. Ti potvory musí přicházet z nějakého sklepa, řekl bys. Nebo z opuštěné budovy. Nebo, kéž by Desna, z nějakého tajného průchodu, který jsme ještě nenašli. Musíme to uštípnout v zárodku — až se ta stvoření začnou množit, nebude to hezké!	(Anevia neochotně zavrtí hlavou.) Nemám tušení. Přemýšlela jsem o tom dny. Ti potvory musí přicházet z nějakého sklepa, řekla bys. Nebo z opuštěné budovy. Nebo, kéž by Desna, z nějakého tajného průchodu, který jsme ještě nenašli. Musíme to uštípnout v zárodku — až se ta stvoření začnou množit, nebude to hezké!	yes
390b8341-3b7e-4fb4-b9e5-a5c7932194c0	Female	MythicLocust Ch5	Ale život v Kenabres jsem si vzal jako kachna vodu. Všude jsem byl vyvrhel — ale polovina křižáků je na tom stejně. Kdo by dobrovolně šel prát se s démony na okraji Propasti? Musíš být buď pedantický ctitel se spoustou cti a volného času, nebo mizerný outsider bez života v normálním světě s normálními lidmi. Lidé sem přicházejí prchnout před dluhy, minulostí, před sebou samými... Takže jsem zapadl.	Ale život v Kenabres jsem si vzala jako kachna vodu. Všude jsem byla vyvrhel — ale polovina křižáků je na tom stejně. Kdo by dobrovolně šla prát se s démony na okraji Propasti? Musíš být buď pedantická ctitel se spoustou cti a volného času, nebo mizerná outsider bez života v normálním světě s normálními lidmi. Lidé sem přicházejí prchnout před dluhy, minulostí, před sebou samými... Takže jsem zapadla.	yes
14fe45ee-4524-44af-90c3-533b423cf8a9	Female	MythicLocust Ch5	(Anevia se zamračí a podívá ti se přímo do očí.) Nebudu si hrát na obkrouhávání, řeknu to na rovinu. Netuším, co si z toho mám myslet. Moje paranoia mi říká držet tě daleko od jakékoli moci, pro případ, že uděláš něco šíleného... Ale zkušenost mi říká, že život je mnohem komplikovanější, než fanatici jako Hulrun chtějí věřit. Zatím mě nic, co jsi udělal, nepřimělo pochybovat o tvé loajalitě. Převáží ocas a pár rohů nad tvými ostatními činy? Ne, to si nemyslím.	(Anevia se zamračí a podívá ti se přímo do očí.) Nebudu si hrát na obkrouhávání, řeknu to na rovinu. Netuším, co si z toho mám myslet. Moje paranoia mi říká držet tě daleko od jakékoli moci, pro případ, že uděláš něco šíleného... Ale zkušenost mi říká, že život je mnohem komplikovanější, než fanatici jako Hulrun chtějí věřit. Zatím mě nic, co jsi udělala, nepřimělo pochybovat o tvé loajalitě. Převáží ocas a pár rohů nad tvými ostatními činy? Ne, to si nemyslím.	yes
ee157b91-2990-4590-97ac-8a1dc9eac238	Female	MythicLocust Ch5	Vždyť jsi si to nevybral... Worldwound vyplivl do Golarionu spoustu hnusu, možná se ti z toho něco přichytilo jako tomu bylo u mongrelů. Pokud to tak bylo, dává ti to jen další důvod nenávidět démony a nám další důvod ti věřit a následovat tě.	Vždyť jsi si to nevybrala... Worldwound vyplivla do Golarionu spoustu hnusu, možná se ti z toho něco přichytilo jako tomu bylo u mongrelů. Pokud to tak bylo, dává ti to jen další důvod nenávidět démony a nám další důvod ti věřit a následovat tě.	yes
54aa10e6-d570-4500-8bee-377928bf987c	Female	MythicLocust Ch5	Jo, udělala jsem v životě spoustu věcí, na které nejsem hrdá. Ale pokud se začneš chovat povýšeně, jen proto, že sis opatřil nějaké úžasné nové schopnosti a teď si myslíš, že víš všechno o každém... Přijdu o veškerý respekt. Jen tak na vědomí.	Jo, udělala jsem v životě spoustu věcí, na které nejsem hrdá. Ale pokud se začneš chovat povýšeně, jen proto, že sis opatřila nějaké úžasné nové schopnosti a teď si myslíš, že víš všechno o každém... Přijdu o veškerý respekt. Jen tak na vědomí.	yes
07b41ba9-5f59-4d96-b239-903d45a81f82	Female	MythicLocust Ch5	(Anevia povzdechne.) Všechno nakonec dopadlo. Ale Staunton — wow — ten muž je ze železa: představ si, hájit Drezen 70 let! Kdokoli jiný by se zhroutil a vyrazil s praporem v čele, aby to měl za sebou, ale on seděl a čekal... Irabeth o něm mluví tolik, že mi začíná být lehce žárlivo. Žertuju, žertuju! Je dost starý na to, aby byl jejím otcem.	(Aneviapovzdechne.) Všechnonakonecdopadlo. AleStaunton—wow—tenmužjezeželeza:představsi,hájitDrezen70let! Kdokolijinábysezhroutilaavyrazilaspraporemvčele,abybytomělazasebou,aleonsedělaačekala... Irabethoněmmluvítolik,žemizačínábýtlehcežárlivo. Žertuju,žertuju! Jedoststaránato,abybybylajejímotcem.	yes
3213460e-6ca0-47f8-891c-5cfab5c4907e	Female	MythicLocust Ch5	(Anevia se na tebe dlouze podívá, koutky rtů se jí pozvedají.) Nevím, co si o tom všem myslet. Jsi pro mě stoprocentní záhada. A obvykle záhady nemusím, ale jsi jiný. Tvoje šílené kousky mi nějak dávají pocit, že možná, čistě náhodou, tahle noční můra skončí šťastně. Nejsem odbornice, ale myslím, že tohle je, jak chutná naděje?	(Anevia se na tebe dlouze podívá, koutky rtů se jí pozvedají.) Nevím, co si o tom všem myslet. Jsi pro mě stoprocentní záhada. A obvykle záhady nemusím, ale jsi jiná. Tvoje šílené kousky mi nějak dávají pocit, že možná, čistě náhodou, tahle noční můra skončí šťastně. Nejsem odbornice, ale myslím, že tohle je, jak chutná naděje?	yes
7ab430df-c0d1-4f4b-9ed0-933a6aa6b9a6	Female	MythicLocust Ch5	Jako kdybys tam taky nebyl! Ale budiž, osvěžím ti paměť. Všichni pobíhají a bojují s démony, kouzla lítají z městských hradeb, lije se i vroucí dehet, obrovský balor řádí a drtí vše okolo... a Irabeth byla uprostřed toho všeho, a mé srdce bušilo ven z hrudi, protože netuším, jak mohl někdo v tom masakru přežít.	Jakokdyžbysstamtakynebyla! Alebudiž,osvěžímtipaměť. Všichnipobíhajíabojujísdémony,kouzlalítajízměstskýchhradeb,lijeseivroucídehet,obrovskábalorřádíadrtívšeokolo...aIrabethbylauprostředtohovšeho,amésrdcebušilovenzhrudi,protoženetuším,jakmohlaněkdovtommasakrupřežít.	yes
231bb4a6-6169-4fe0-89c2-40158a5a1f3e	Female	MythicLocust Ch5	(Anevia odfrkne.) Nevím, jestli je to rouhání, ale vypadáš, jako by si s tebou Desna právě pohrála! Máš v sobě trochu toho božského šarmu. A ten drak! Trochu mě mrzí, že jsem neviděla, jak jsi na něm v bitvě letěl, hnala démony do úprku, chytal, co mohl, a prchal pryč.	(Anevia odfrkne.) Nevím, jestli je to rouhání, ale vypadáš, jako by si s tebou Desna právě pohrála! Máš v sobě trochu toho božského šarmu. A ten drak! Trochu mě mrzí, že jsem neviděla, jak jsi na něm v bitvě letěla, hnala démony do úprku, chytala, co mohla, a prchala pryč.	yes
87ee596c-dc70-4739-9755-7e19cda65abc	Female	MythicLocust Ch5	Co víc bych si mohl přát, když mám svou Beth? Hm... (Anevia se na chvíli zamyslí, usměje se, pak se podívá přes tvé rameno a provokativně mrkne.) Arueshalae, přestaň se schovávat. Ty jsi toho Velitele k tomu přiměla, že? Jsme trochu stydliví? Dobře, budu jednat, jako bych tě nikdy neviděla. Takže, Veliteli...	Co víc bych si mohla přát, když mám svou Beth? Hm... (Anevia se na chvíli zamyslí, usměje se, pak se podívá přes tvé rameno a provokativně mrkne.) Arueshalae, přestaň se schovávat. Ty jsi toho Velitele k tomu přiměla, že? Jsme trochu stydliví? Dobře, budu jednat, jako bych tě nikdy neviděla. Takže, Veliteli...	yes
f41d45d5-36e1-4890-b903-4b355ca40b6f	Female	MythicLocust Ch5	Válka není místo na přemýšlení o touhách. O potřebách ano, ne o přáních. Ale až válka skončí, budeš přemýšlet o něčem jiném než o přežití. Naučit se něco jiného než bojovat... Víš, když jsem byla malá, pořád jsem visela v kuchyni, kdykoli kuchař vytahoval z pece čerstvý chléb. Velké páry bochníky, které tak krásně voněly... Možná je to hloupé, ale pořád si říkám: až válka skončí, postavím si v domě velkou kamennou pec a naučím se péct chleba přesně takhle.	Válka není místo na přemýšlení o touhách. O potřebách ano, ne o přáních. Ale až válka skončí, budeš přemýšlet o něčem jiném než o přežití. Naučit se něco jiného než bojovat... Víš, když jsem byla malá, pořád jsem visela v kuchyni, kdykoli kuchař vytahovala z pece čerstvá chléb. Velké páry bochníky, které tak krásně voněly... Možná je to hloupé, ale pořád si říkám: až válka skončí, postavím si v domě velkou kamennou pec a naučím se péct chleba přesně takhle.	yes
a8b97ee9-2eea-4117-a238-cdfdcec4b41c	Female	MythicLocust Ch5	Bylo tam pár míst, která jsem chtěla prověřit, ale neměla jsem čas. Pokud tam skutečně je doupě kultistů, bylo by dobré, kdybys tam vtrhl a rozbil jim hlavy. Ani nepotřebuješ příkaz k prohlídce. (Anevia ti pootevře křivý úsměv.)	Bylotampármíst,kterájsemchtělaprověřit,alenemělajsemčas. Pokudtamskutečnějedoupěkultistů,bylobydobré,kdyžbysstamvtrhlaarozbilajimhlavy. Aninepotřebuješpříkazkprohlídce. (Aneviatipootevřekřiváúsměv.)	yes
0970ac0e-5734-4de4-8656-a1e99932877a	Female	MythicLocust Ch5	První je The Silken Thread. Je to divný malý krejčovský krám, co nepřijímá objednávky a nikdy nekupuje žádné látky, ale vždycky jsou tam jaksi velmi zaneprázdnění. V něm se něco děje, ale šití to rozhodně není!	První je The Silken Thread. Je to divná malá krejčovská krám, co nepřijímá objednávky a nikdy nekupuje žádné látky, ale vždycky jsou tam jaksi velmi zaneprázdnění. V něm se něco děje, ale šití to rozhodně není!	yes
821a508d-61dc-4283-a18d-32c028fe946f	Female	MythicLocust Ch5	Druhý je alchymistický krám Topaz Solutions. Obchodují se tam vším — nejen léčivými lektvary. Podle ingrediencí, které nakupují na černém trhu, je v tom místě něco podezřelého ohledně alchymických rituálů.	Druhá je alchymistická krám Topaz Solutions. Obchodují se tam vším — nejen léčivými lektvary. Podle ingrediencí, které nakupují na černém trhu, je v tom místě něco podezřelého ohledně alchymických rituálů.	yes
ab3c167a-782e-4156-a3bf-fddefad2d35b	Female	MythicLocust Ch5	Když jsem byla jen malá uřvaná holka, mamka mě schovala před našimi nepřáteli v chrámu Desny. {g|Nidal}Nidal{/g}, mé rodiště, je hrůzostrašné — kdyby se zítra zhroutilo do moře, udělala bych oslavu. Ale chrám byl malou oázou klidu a míru, skrytý v tom všem. Lidé v chrámu uměli smát se. Zpívali písně při své ruční práci. A ráno pekli vonavý chléb, jaký svět neviděl. Sotva jsem viděla přes stůl, ale stála jsem a sledovala, jak kuchař míchá těsto, tvaruje bochníky a dává je do pece. Je to nejsrdečnější vzpomínka mého života... No, z té mizerné části mého života, až do té chvíle, než jsem potkala Beth.	Když jsem byla jen malá uřvaná holka, mamka mě schovala před našimi nepřáteli v chrámu Desny. {g|Nidal}Nidal{/g},mérodiště,jehrůzostrašné—kdyžbysezítrazhroutilodomoře,udělalabychoslavu. Alechrámbylamalouoázoukliduamíru,skrytávtomvšem. Lidévchrámuumělismátse. Zpívalipísněpřisvéručnípráci. Aránopeklivonaváchléb,jakýsvětneviděla. Sotvajsemvidělapřesstůl,alestálajsemasledovala,jakkuchařmíchátěsto,tvarujebochníkyadávájedopece. Jetonejsrdečnějšívzpomínkaméhoživota... No,ztémizernéčástiméhoživota,aždotéchvíle,nežjsempotkalaBeth.	yes
96f8a12c-a696-4544-b2a9-523a1af44a96	Female	MythicLocust Ch5	Pak jsem z toho utekla a dělala všelijaké špinavé práce. Plazila jsem se přes bažiny, přelezla střechy, brodila se kanály, špehovala, stopovala, zabíjela... A ta vzpomínka mě držela při životě, když jsem byla po uši v krvi nebo si táhla tělo slumem s šípem v boku. Pamatuju vůni toho chleba, křupnutí kůrky, jak mi pálil malé prsty. Pamatuju, jaká jsem tehdy byla šťastná.	Pak jsem z toho utekla a dělala všelijaké špinavé práce. Plazila jsem se přes bažiny, přelezla střechy, brodila se kanály, špehovala, stopovala, zabíjela... A ta vzpomínka mě držela při životě, když jsem byla po uši v krvi nebo si táhla tělo slumem s šípem v boku. Pamatuju vůni toho chleba, křupnutí kůrky, jak mi pálila malé prsty. Pamatuju, jaká jsem tehdy byla šťastná.	yes
f97c048b-2ff0-4ee8-91c0-f4ea7d0bbfaf	Female	MythicLocust Ch5	Veliteli, přemýšlel jsi, co uděláš potom, až vyhrajeme? Tedy až rozdrtíme démony, uzavřeme Worldwound, pověsíme zbraně... Co pak? Vím, že moje válka skutečně skončí tím ránem, kdy vstanu, zadělám těsto a dám ho do pece. Budu sedět a dívat se, jak kyne.	Veliteli, přemýšlela jsi, co uděláš potom, až vyhrajeme? Tedy až rozdrtíme démony, uzavřeme Worldwound, pověsíme zbraně... Co pak? Vím, že moje válka skutečně skončí tím ránem, kdy vstanu, zadělám těsto a dám ho do pece. Budu sedět a dívat se, jak kyne.	yes
07ce3fee-67b9-48dd-8124-e8555c8497a9	Female	Arueshalae	(Arueshalae naslouchá Anevia s naprostým zaujetím. Když Anevia dořekne, sukuba ztichne na dlouho a pak rychle setře slzy.) „Děkuji, Anevia. {g|Desna}Desna{/g} ať tě žehná! Myslím, že teď rozumím. Opravdu rozumím.“ (Arueshalae se obrátí k tobě. V očích se jí znovu zableskne jiskra naděje, cos tam postrádal od své poslední návštěvy světa snů.) „(jméno), já... Musíme se tam vrátit. Do snového světa. Teď už vím, jak rozluštit hádanku. Prosím, přijď se mnou mluvit o samotě hned, jak to bude možné.“ (Nečekajíc na tvou odpověď, Arueshalae odchází.)	(Arueshalae naslouchá Anevia s naprostým zaujetím. Když Anevia dořekne, sukuba ztichne na dlouho a pak rychle setře slzy.) „Děkuji, Anevia. {g|Desna}Desna{/g} ať tě žehná! Myslím, že teď rozumím. Opravdu rozumím.“ (Arueshalae se obrátí k tobě. V očích se jí znovu zableskne jiskra naděje, cos tam postrádala od své poslední návštěvy světa snů.) „(jméno), já... Musíme se tam vrátit. Do snového světa. Teď už vím, jak rozluštit hádanku. Prosím, přijď se mnou mluvit o samotě hned, jak to bude možné.“ (Nečekajíc na tvou odpověď, Arueshalae odchází.)	yes
1d2a9b9e-207d-4f70-b48e-28d092df9d9f	Female	MythicLocust Ch5	(Anevia sleduje démona, jak odchází.) Desna učí, že všechno, co děláme ve bdělém světě, začíná v našich snech. Zajímá mě, co jí můj sen pomohl pochopit... A ať to bylo cokoli, kéž ji bohyně střeží.	(Anevia sleduje démona, jak odchází.) Desna učí, že všechno, co děláme ve bdělém světě, začíná v našich snech. Zajímá mě, co jí můj sen pomohla pochopit... A ať to bylo cokoli, kéž ji bohyně střeží.	yes
6dc4324c-0986-4df1-97f5-910e4e0d4cba	Female	MythicLocust Ch5	Díky, že ses staral o Beth. Málem jsem si trhal(a) vlasy... Dlužím ti to. Asi jedno navíc, ha ha!	Díky, že ses starala o Beth. Málem jsem si trhala(a) vlasy... Dlužím ti to. Asi jedno navíc, ha ha!	yes
8e245d17-ea46-4e21-8695-a60c54ff1e2e	Female	MythicLocust Ch5	(Anevia povzdechne.) Víš... tahle válka zanechala stopu na každém, ale na ní obzvlášť. Teď chci jen dožít, abych viděla naše vítězství, a pak ji někam odvézt, co nejdál dovedu. Někam, kde bude ticho a světlo, a kde už nikdy nebude muset zvednout meč.	(Aneviapovzdechne.) Víš...tahleválkazanechalastopunakaždém,alenaníobzvlášť. Teďchcijendožít,abybychvidělanaševítězství,apakjiněkamodvézt,conejdáldovedu. Někam,kdebudetichoasvětlo,akdeužnikdynebudemusetzvednoutmeč.	yes
d5e6e44f-6804-450a-9575-7f01a3904c92	Female	MythicLocust Ch5	(Anevia se na tebe dívá s nádechem rozpaků.) Neber to špatně, nekývám ti v paty, ale byl jsi velitel, kterého křížová výprava potřebovala. Zbožný, dobrý a se spravedlností v srdci. Někdy se podíváš na ty nafoukané pravověrné a jejich dokonalost ti zvedá žaludek. Ale od tebe to necítím. Skočila bych do čelistí démona za tebe.	(Anevia se na tebe dívá s nádechem rozpaků.) Neber to špatně, nekývám ti v paty, ale byla jsi velitel, kterého křížová výprava potřebovala. Zbožná, dobrá a se spravedlností v srdci. Někdy se podíváš na ty nafoukané pravověrné a jejich dokonalost ti zvedá žaludek. Ale od tebe to necítím. Skočila bych do čelistí démona za tebe.	yes
91e2d602-fae3-451f-8ded-eff6a43cddde	Female	MythicLocust Ch5	To jsou tvoje nové síly, že? No, nebudu lhát, vedla jsem různorodý život, už jsem ti o tom vyprávěla. Už na mě v Nidal čeká smyčka.	To jsou tvoje nové síly, že? No, nebudu lhát, vedla jsem různorodá život, už jsem ti o tom vyprávěla. Už na mě v Nidal čeká smyčka.	yes
fc3f1aca-f37a-4c25-8d9a-fec7f55f90de	Female	MythicLocust Ch5	To jsou tvoje nové síly, že? No, nebudu lhát, vedla jsem různorodý život. Zeptej se mě, pokud chceš, řeknu ti to na rovinu — kdo jsem, odkud jsem přišla, všechno. Ale stručně: už na mě v Nidal čeká smyčka.	To jsou tvoje nové síly, že? No, nebudu lhát, vedla jsem různorodá život. Zeptej se mě, pokud chceš, řeknu ti to na rovinu — kdo jsem, odkud jsem přišla, všechno. Ale stručně: už na mě v Nidal čeká smyčka.	yes
